feature,mean_importance
Torque_diff_Tool_Wear,-0.00013719739394950914
Air_Temperature_ratio_Tool_Wear,0.0008170797163167445
Tool_Wear_ratio_Torque,0.0011351229244643158
Torque_sum_Rotational_Speed,0.0012947470281760118
Type,0.0040532281653540055
Air_Temperature_diff_Tool_Wear,0.005480664293404834
Rotational_Speed_ratio_Process_Temperature,0.015863685821579477
Rotational_Speed,0.03170973528353142
Torque,0.041258717895643775
Tool_Wear,0.04791576395181597
Torque_multiply_Rotational_Speed,0.060443810538696296
Process_Temperature,0.1233582105921112
Air_Temperature,0.21077905866212907
