feature,mean_importance
Rotational_Speed_ratio_Process_Temperature,-0.0003298799415145465
Tool_Wear_ratio_Torque,0.001021327319090813
Torque_diff_Tool_Wear,0.0020265386801632786
Air_Temperature_ratio_Tool_Wear,0.0022985592234267397
Type,0.002676635546754967
Torque_sum_Rotational_Speed,0.007712066259839781
Air_Temperature_diff_Tool_Wear,0.011362127150394627
Torque,0.025369232150024845
Tool_Wear,0.03285926368418442
Rotational_Speed,0.039679546489781115
Process_Temperature,0.05576934946676404
Torque_multiply_Rotational_Speed,0.07271299553623237
Air_Temperature,0.12867214927771417
