feature,mean_importance
Process_Temperature_ratio_Rotational_Speed,-0.0016815170933163425
Tool_Wear_sum_Rotational_Speed,-0.0006012099142988544
random_feature,-0.0004503811962826065
Tool_Wear_ratio_Torque,-0.0002693919877928344
Torque_ratio_Tool_Wear,0.00016382594457556575
Torque_sum_Rotational_Speed,0.00071144431817107
Torque_diff_Tool_Wear,0.0019289329604738697
Air_Temperature_ratio_Tool_Wear,0.002741420370180235
Type,0.006403133592738345
Air_Temperature_diff_Tool_Wear,0.0135938437947544
Torque,0.019547619358354095
Rotational_Speed_ratio_Process_Temperature,0.024433806021606094
Rotational_Speed,0.02556688258935368
Tool_Wear,0.03549164457148328
Process_Temperature,0.0734967349783218
Torque_multiply_Rotational_Speed,0.07970215455422706
Air_Temperature,0.11942407543797887
