feature,mean_importance
Process_Temperature_ratio_Rotational_Speed,-0.0016226056521363274
Air_Temperature_ratio_Tool_Wear,-0.0015569510618893266
random_feature,-0.00075359978363711
Torque_ratio_Tool_Wear,0.00018436382974847815
Tool_Wear_sum_Rotational_Speed,0.0003262340811622633
Tool_Wear_ratio_Torque,0.002080479538514446
Type,0.0035757201346143146
Rotational_Speed_ratio_Process_Temperature,0.004727171607242349
Torque_diff_Tool_Wear,0.006047459352794671
Air_Temperature_diff_Tool_Wear,0.007516284159420189
Torque_sum_Rotational_Speed,0.008829756622328929
Tool_Wear,0.030725044838846582
Torque,0.03155285277612432
Rotational_Speed,0.03515463251179001
Process_Temperature,0.04498771435623246
Torque_multiply_Rotational_Speed,0.0777846294182067
Air_Temperature,0.13568193548030283
