feature,mean_importance
Tool_Wear_ratio_Torque,-0.0005746963349522419
Torque_diff_Tool_Wear,-0.00037483420332729553
Torque_ratio_Tool_Wear,-0.00032481721378886387
random_feature,0.0009784729412427474
Air_Temperature_ratio_Tool_Wear,0.0015500092905775004
Process_Temperature_ratio_Rotational_Speed,0.004863625699265117
Tool_Wear_sum_Rotational_Speed,0.004987879321509026
Type,0.005152040224337208
Torque_sum_Rotational_Speed,0.006868580761443111
Rotational_Speed_ratio_Process_Temperature,0.007173312321842406
Air_Temperature_diff_Tool_Wear,0.009795136101829909
Rotational_Speed,0.028873600723133754
Torque,0.03179196541356648
Tool_Wear,0.03676354835248692
Process_Temperature,0.0672305356548974
Torque_multiply_Rotational_Speed,0.06857248907246905
Air_Temperature,0.14296147482646207
