feature,mean_importance
Tool_Wear_sum_Rotational_Speed,-0.0011588645561375454
Process_Temperature_ratio_Rotational_Speed,-0.0009432579714505618
Rotational_Speed_ratio_Process_Temperature,1.1256721331116825e-05
Torque_ratio_Tool_Wear,2.1258307751362282e-05
random_feature,0.00031605621790530556
Tool_Wear_ratio_Torque,0.0014154504977263907
Air_Temperature_ratio_Tool_Wear,0.0014833727395373308
Torque_diff_Tool_Wear,0.0018883407128259936
Type,0.002636735199360263
Torque_sum_Rotational_Speed,0.009455351854390729
Air_Temperature_diff_Tool_Wear,0.012189549115598242
Torque,0.02885987809685407
Tool_Wear,0.034465194737572244
Rotational_Speed,0.04261407090097627
Process_Temperature,0.05665229753802757
Torque_multiply_Rotational_Speed,0.07343730023750676
Air_Temperature,0.1285978671651523
