feature,mean_importance
Process_Temperature_ratio_Rotational_Speed,-0.002164357702386127
Tool_Wear_sum_Rotational_Speed,-0.0003522546633097576
Tool_Wear_ratio_Torque,-0.0003349766679547436
Torque_ratio_Tool_Wear,-1.3539045386194715e-05
Type_M,3.0409414637397326e-05
Type_H,0.00046475528506734475
Torque_diff_Tool_Wear,0.0007497645952553589
Torque_sum_Rotational_Speed,0.0008932121125820938
Air_Temperature_ratio_Tool_Wear,0.0025161042181601743
Type_L,0.007077812803520452
Air_Temperature_diff_Tool_Wear,0.012445832580560475
Rotational_Speed_ratio_Process_Temperature,0.020541531993550157
Torque,0.02120326261860444
Rotational_Speed,0.029518785969889404
Tool_Wear,0.03424447567590346
Process_Temperature,0.06824988171402675
Torque_multiply_Rotational_Speed,0.07523355679541455
Air_Temperature,0.11403363788189882
