feature,mean_importance
Process_Temperature_ratio_Rotational_Speed,-0.0014475114918597542
Air_Temperature_ratio_Tool_Wear,-0.0012727644538732652
Tool_Wear_sum_Rotational_Speed,-0.00035099287047932746
Type_H,-5.381136583522267e-05
Type_M,0.00030926281549451126
Torque_ratio_Tool_Wear,0.000515492303276427
Tool_Wear_ratio_Torque,0.0027422300566864676
Rotational_Speed_ratio_Process_Temperature,0.0036079088219517
Type_L,0.004169477747113906
Torque_diff_Tool_Wear,0.00584628837653992
Torque_sum_Rotational_Speed,0.008820480369086931
Air_Temperature_diff_Tool_Wear,0.010996516746139882
Torque,0.03253346208657663
Tool_Wear,0.033983848561859986
Rotational_Speed,0.03894842563099597
Process_Temperature,0.04826351537239311
Torque_multiply_Rotational_Speed,0.0873439847193594
Air_Temperature,0.14514228487047312
