feature,mean_importance
Tool_Wear_ratio_Torque,-0.00031789423069315673
Torque_ratio_Tool_Wear,-0.0002567189173797571
Type_M,-0.00010921070606471905
Type_H,0.00017396068763488593
Torque_diff_Tool_Wear,0.0014428797958614833
Air_Temperature_ratio_Tool_Wear,0.0014534641478128802
Type_L,0.004426123803101772
Tool_Wear_sum_Rotational_Speed,0.004659191334219835
Rotational_Speed_ratio_Process_Temperature,0.0053413981134888934
Torque_sum_Rotational_Speed,0.00625888862146739
Process_Temperature_ratio_Rotational_Speed,0.006685430488113623
Air_Temperature_diff_Tool_Wear,0.009444513811003846
Rotational_Speed,0.028772585419619422
Torque,0.03140661439641122
Tool_Wear,0.03437386614867129
Torque_multiply_Rotational_Speed,0.06739932789290713
Process_Temperature,0.07674427156087626
Air_Temperature,0.1555780334171189
