feature,mean_importance
Process_Temperature_ratio_Rotational_Speed,-0.0016012378021781418
Tool_Wear_sum_Rotational_Speed,-0.0006019999825022909
Type_M,-0.0004947847576341119
Torque_ratio_Tool_Wear,-0.0001592222525343634
Rotational_Speed_ratio_Process_Temperature,-1.4734012690670317e-05
Type_H,4.190111479546871e-05
Torque_diff_Tool_Wear,0.0009137124055405982
Air_Temperature_ratio_Tool_Wear,0.0012877752278349114
Tool_Wear_ratio_Torque,0.0013995126778053619
Type_L,0.005150867774664348
Torque_sum_Rotational_Speed,0.009999211257667444
Air_Temperature_diff_Tool_Wear,0.013699770367057629
Torque,0.0272725684824092
Tool_Wear,0.03094065173653453
Rotational_Speed,0.042173540123137856
Process_Temperature,0.05633708076762665
Torque_multiply_Rotational_Speed,0.0742625044346619
Air_Temperature,0.1299909885340528
