feature,mean_importance
FLY_ASH,0.029447740755984587
COARSE_AGGREGATE,0.042040543180932165
SUPERPLASTICIZER,0.05989677207146438
BLAST_FURNACE_SLAG,0.06743209792585994
FINE_AGGREGATE,0.10210966039479248
WATER,0.3155303121296228
CEMENT,0.3499986613054107
AGE,0.7687582397629515
