feature,mean_importance
Rotational_Speed_ratio_Process_Temperature,-0.00030200058862475123
Tool_Wear_sum_Rotational_Speed,-0.0001312595678366432
Torque_ratio_Tool_Wear,0.00010547338949893487
Torque_diff_Tool_Wear,0.0010441554410047002
Process_Temperature_ratio_Rotational_Speed,0.0013726057483379836
Tool_Wear_ratio_Torque,0.0014318823837821625
Air_Temperature_ratio_Tool_Wear,0.004391716633256397
Type,0.004774932943152269
Torque_sum_Rotational_Speed,0.005481547005437041
Air_Temperature_diff_Tool_Wear,0.008516905157347205
Torque,0.012708732287963992
Tool_Wear,0.04037232283442117
Rotational_Speed,0.06443318871086479
Process_Temperature,0.07651859148890991
Torque_multiply_Rotational_Speed,0.10419523267034396
Air_Temperature,0.1699341464609836
