feature,mean_importance
Air_Temperature_ratio_Tool_Wear,-0.0017574426147399763
Process_Temperature_ratio_Rotational_Speed,-0.0011200668651814073
Tool_Wear_sum_Rotational_Speed,-0.0004046684854657534
Torque_ratio_Tool_Wear,0.00026578170902965826
Tool_Wear_ratio_Torque,0.0032390359319917155
Type,0.00414593430888347
Rotational_Speed_ratio_Process_Temperature,0.004301291508412639
Torque_diff_Tool_Wear,0.0050598325028461625
Torque_sum_Rotational_Speed,0.008851445387536117
Air_Temperature_diff_Tool_Wear,0.010245069487233412
Torque,0.028623254633769097
Tool_Wear,0.03601246217841331
Rotational_Speed,0.03659031883664127
Process_Temperature,0.05067385750826973
Torque_multiply_Rotational_Speed,0.08625989761673514
Air_Temperature,0.1489322644735212
