feature,mean_importance
Process_Temperature_ratio_Rotational_Speed,-0.0012329303725589324
Tool_Wear_sum_Rotational_Speed,-0.0006431027682293755
Torque_ratio_Tool_Wear,-3.409261128750202e-05
Rotational_Speed_ratio_Process_Temperature,3.4372919336536635e-05
Torque_diff_Tool_Wear,0.0002574922561016796
Tool_Wear_ratio_Torque,0.0014380110033278299
Air_Temperature_ratio_Tool_Wear,0.0018701430919314589
Type,0.0028346776643352694
Torque_sum_Rotational_Speed,0.010890270024441815
Air_Temperature_diff_Tool_Wear,0.011721528360292147
Torque,0.025697079725876905
Tool_Wear,0.033893932768727854
Rotational_Speed,0.040971972838598325
Process_Temperature,0.05239139451249616
Torque_multiply_Rotational_Speed,0.07323287584983539
Air_Temperature,0.12276887193147094
