feature,mean_importance
Torque_ratio_Tool_Wear,-0.0001420136911145134
Tool_Wear_ratio_Torque,0.0004200651633739269
Torque_diff_Tool_Wear,0.0006627543214142995
Air_Temperature_ratio_Tool_Wear,0.0011295578379717675
Tool_Wear_sum_Rotational_Speed,0.00443835591854356
Torque_sum_Rotational_Speed,0.005799859154866953
Type,0.005956419294511006
Rotational_Speed_ratio_Process_Temperature,0.0066801522892378905
Process_Temperature_ratio_Rotational_Speed,0.006791353073732026
Air_Temperature_diff_Tool_Wear,0.00757391384442193
Torque,0.02854164197395328
Rotational_Speed,0.02896584726918668
Tool_Wear,0.03473528195831605
Torque_multiply_Rotational_Speed,0.06752116957453332
Process_Temperature,0.06875370645239838
Air_Temperature,0.14316165286818677
