feature,mean_importance
Dist_Cluster_0,-0.00011328444174901197
Cluster,0.0023702761737227603
Dist_Cluster_6,0.0024936453405507266
FLY_ASH,0.0028972111302104806
Dist_Cluster_7,0.0034971933454884807
Dist_Cluster_5,0.004989801747362385
SUPERPLASTICIZER,0.005163440441276465
COARSE_AGGREGATE,0.005690401578504259
Dist_Cluster_2,0.010944255758964207
FINE_AGGREGATE,0.02828963210204948
Dist_Cluster_3,0.029460262379986047
Dist_Cluster_1,0.02990124559868538
BLAST_FURNACE_SLAG,0.04361824662315257
Dist_Cluster_4,0.08987229246047176
WATER,0.19413819310067337
CEMENT,0.2506688694726472
AGE,0.6129916694912906
