feature,mean_importance
Dist_Cluster_7,0.00036833682028762914
COARSE_AGGREGATE,0.0005506937919115912
FLY_ASH,0.001931700691250407
Cluster,0.0019621434243210388
SUPERPLASTICIZER,0.002333888105909271
Dist_Cluster_6,0.0031129050501339517
Dist_Cluster_1,0.007896682341625041
Dist_Cluster_0,0.008839407262821198
Dist_Cluster_4,0.010906981774927535
Dist_Cluster_3,0.014137800759574723
Dist_Cluster_2,0.01879252165871377
FINE_AGGREGATE,0.02554316258287138
BLAST_FURNACE_SLAG,0.050830829548609645
Dist_Cluster_5,0.13152760815524153
WATER,0.17739443871538613
CEMENT,0.24335100597807688
AGE,0.5636203697619067
