feature,mean_importance
Cluster,-0.000676894471414824
Dist_Cluster_0,0.0037906963515527635
FLY_ASH,0.0067573651155773155
SUPERPLASTICIZER,0.007574760249034826
Dist_Cluster_4,0.00797733681735159
Dist_Cluster_2,0.009621870760226784
Dist_Cluster_6,0.010445524515260684
Dist_Cluster_1,0.01083759549244719
Dist_Cluster_5,0.011754624912312345
COARSE_AGGREGATE,0.013698072100321933
Dist_Cluster_3,0.0211146544106379
FINE_AGGREGATE,0.03480656318540719
BLAST_FURNACE_SLAG,0.041686185256197016
Dist_Cluster_7,0.09381513842011624
WATER,0.16754931150133884
CEMENT,0.2273090011140384
AGE,0.6082527598317983
