feature,mean_importance
Cluster,0.00037544278209057647
Dist_Cluster_7,0.001013545972561533
FLY_ASH,0.0019045464801270256
Dist_Cluster_2,0.004650109114389875
Dist_Cluster_1,0.005783203622294416
SUPERPLASTICIZER,0.006448175154110808
COARSE_AGGREGATE,0.007483035982051944
Dist_Cluster_6,0.009401628832802045
Dist_Cluster_3,0.013047227811639358
Dist_Cluster_0,0.021437778359253777
BLAST_FURNACE_SLAG,0.023654387966105504
Dist_Cluster_4,0.02983962527219841
FINE_AGGREGATE,0.037018919223585224
Dist_Cluster_5,0.14359470865976623
WATER,0.1661730835348168
CEMENT,0.16714323184861496
AGE,0.5018608405373783
