feature,mean_importance
Air_Temperature_ratio_Tool_Wear,-0.0017496142579559865
Rotational_Speed_ratio_Process_Temperature,6.503024685561298e-05
Tool_Wear_ratio_Torque,0.0016964448822201343
Type,0.004428058774985566
Torque_diff_Tool_Wear,0.004899629715954099
Air_Temperature_diff_Tool_Wear,0.008443516301881398
Torque_sum_Rotational_Speed,0.010456262337077447
Tool_Wear,0.027413262991880582
Torque,0.032418193153147264
Rotational_Speed,0.036527977905556605
Process_Temperature,0.05353205918782315
Torque_multiply_Rotational_Speed,0.08802396862972753
Air_Temperature,0.1553057920362116
