feature,mean_importance
Tool_Wear_ratio_Torque,-0.0016618296382821585
Torque_diff_Tool_Wear,0.0013063972166149865
Air_Temperature_ratio_Tool_Wear,0.004008146396234755
Air_Temperature_diff_Tool_Wear,0.005942421391234329
Type,0.005965221071300783
Torque_sum_Rotational_Speed,0.006285898601841243
Rotational_Speed_ratio_Process_Temperature,0.008398223386081446
Rotational_Speed,0.026630149225209433
Torque,0.036082102968728685
Tool_Wear,0.036957540306306734
Process_Temperature,0.07920686225297115
Torque_multiply_Rotational_Speed,0.08135959248718111
Air_Temperature,0.15821567586667934
