feature,mean_importance
Tool_Wear_ratio_Torque,-0.0004411828046758104
Torque_diff_Tool_Wear,0.0008987876282443741
Air_Temperature_ratio_Tool_Wear,0.0013953369984094272
Torque_sum_Rotational_Speed,0.0019199803896392282
Type,0.006588454419424078
Air_Temperature_diff_Tool_Wear,0.013040131056876222
Torque,0.019598062832192804
Rotational_Speed,0.02199333783909811
Rotational_Speed_ratio_Process_Temperature,0.02323003249762696
Tool_Wear,0.025927575929546913
Process_Temperature,0.06915548857931961
Torque_multiply_Rotational_Speed,0.08032377746741406
Air_Temperature,0.11613560472718265
