feature,mean_importance
Rotational_Speed_ratio_Process_Temperature,-0.00013773605313388004
Torque_diff_Tool_Wear,0.00132118999962514
Tool_Wear_ratio_Torque,0.0017535344307769666
Air_Temperature_ratio_Tool_Wear,0.0019569262005495166
Type,0.003075831406433159
Torque_sum_Rotational_Speed,0.007904605578505926
Air_Temperature_diff_Tool_Wear,0.014048230967427505
Torque,0.0239242859830593
Tool_Wear,0.031221249537281198
Rotational_Speed,0.036622332759705944
Process_Temperature,0.05516411717647081
Torque_multiply_Rotational_Speed,0.07266671350751483
Air_Temperature,0.1285554023027708
