feature,mean_importance
COARSE_AGGREGATE,0.007218129587074124
FLY_ASH,0.016019848848871338
SUPERPLASTICIZER,0.03794098809940185
FINE_AGGREGATE,0.044337151343864414
BLAST_FURNACE_SLAG,0.21142337956364754
WATER,0.286610483959173
CEMENT,0.6956856248564364
AGE,0.7899748400507813
