feature,mean_importance
Dist_Cluster_4,-0.000820223675520805
Cluster,0.000395703287077373
Dist_Cluster_0,0.0009259148238228932
Dist_Cluster_1,0.0027125978269003288
Type,0.003775708058999433
Dist_Cluster_3,0.004499163792764374
Process_Temperature,0.044090121623617494
Dist_Cluster_2,0.05195726496805937
Tool_Wear,0.05623856465542505
Torque,0.0736562751706207
Rotational_Speed,0.09767968800405301
Air_Temperature,0.09976062915658528
