feature,mean_importance
Type,0.012353338089132318
Tool_Wear,0.10152071559677348
Process_Temperature,0.22042026418524507
Rotational_Speed,0.3022129416579114
Air_Temperature,0.313109564310022
Torque,0.3132851219442264
