feature,mean_importance
Tool_Wear_ratio_Torque,-0.00041782868711363885
Air_Temperature_ratio_Tool_Wear,0.0016039446776063768
Torque_sum_Rotational_Speed,0.0016645715462082142
Torque_diff_Tool_Wear,0.002681863857141205
Type,0.00686092408389887
Air_Temperature_diff_Tool_Wear,0.012742357485267083
Rotational_Speed_ratio_Process_Temperature,0.020302636098787456
Torque,0.02248339534080442
Rotational_Speed,0.027465048548719097
Tool_Wear,0.03693156008182266
Process_Temperature,0.07593400057637653
Torque_multiply_Rotational_Speed,0.07979316827718907
Air_Temperature,0.12185041534479683
