feature,mean_importance
Torque_diff_Tool_Wear,-0.0002057060727496854
Air_Temperature_ratio_Tool_Wear,0.0008171028797768181
Tool_Wear_ratio_Torque,0.0011344912869762926
Torque_sum_Rotational_Speed,0.0012947591931288013
Type,0.004050878432585225
Air_Temperature_diff_Tool_Wear,0.005475003954256775
Rotational_Speed_ratio_Process_Temperature,0.015940612398263415
Rotational_Speed,0.031597885147385076
Torque,0.041258352737117455
Tool_Wear,0.04791597109332888
Torque_multiply_Rotational_Speed,0.06043995746130397
Process_Temperature,0.12335660900452697
Air_Temperature,0.21077320677174938
