feature,mean_importance
Tool_Wear_ratio_Torque,-0.00034994831970045355
Air_Temperature_diff_Tool_Wear,0.0006134082787073808
Torque_diff_Tool_Wear,0.0006348444572684519
Air_Temperature_ratio_Tool_Wear,0.0006762264448806038
Torque_sum_Rotational_Speed,0.00345754042112503
Type,0.003959969288678861
Rotational_Speed,0.007001596788798735
Torque,0.013340248823219446
Rotational_Speed_ratio_Process_Temperature,0.04183920623700324
Tool_Wear,0.052588413220565934
Process_Temperature,0.08031317924588768
Torque_multiply_Rotational_Speed,0.09079976003306925
Air_Temperature,0.18744728779385528
