feature,mean_importance
Dist_Cluster_0,0.0038522429292089213
Dist_Cluster_6,0.004715716222315963
FLY_ASH,0.00865299402919146
Cluster,0.00922133224077
Dist_Cluster_4,0.012086882685891212
Dist_Cluster_1,0.014224008418543132
Dist_Cluster_7,0.01456555186908982
COARSE_AGGREGATE,0.014929291052856319
Dist_Cluster_3,0.019224050271165992
Dist_Cluster_2,0.03320527246434776
SUPERPLASTICIZER,0.03528926658177749
FINE_AGGREGATE,0.045283947093112877
BLAST_FURNACE_SLAG,0.056029355287932694
Dist_Cluster_5,0.10169371703625943
WATER,0.13564190073953783
CEMENT,0.251762776959635
AGE,0.48687490296439195
