feature,mean_importance
Dist_Cluster_3,0.004237932814330983
Dist_Cluster_0,0.005168177738909793
Dist_Cluster_4,0.007325357258085174
COARSE_AGGREGATE,0.007339973441014952
Dist_Cluster_5,0.009847979124852507
Dist_Cluster_7,0.01452699565741634
SUPERPLASTICIZER,0.015056730246743182
FLY_ASH,0.01872494632232973
FINE_AGGREGATE,0.01917078572422668
Dist_Cluster_2,0.02012031711864308
Dist_Cluster_6,0.025242091096981344
Cluster,0.029653979455263248
BLAST_FURNACE_SLAG,0.035209890365705196
Dist_Cluster_1,0.051438954923413126
WATER,0.14379908870234734
CEMENT,0.2799267071381462
AGE,0.6409896528209094
