feature,mean_importance
Tool_Wear_sum_Rotational_Speed,-0.0018426520050424874
Torque_diff_Tool_Wear,-0.0003725007469567693
Rotational_Speed_ratio_Process_Temperature,-0.00012083115691511465
Torque_ratio_Tool_Wear,-5.1496591074355615e-05
Tool_Wear_ratio_Torque,0.000611719651103737
Torque_sum_Rotational_Speed,0.0010178977134838092
Type,0.0024735333156319884
Air_Temperature_ratio_Tool_Wear,0.00619862910171675
Rotational_Speed,0.010912812333058772
Tool_Wear,0.014379658394923462
Process_Temperature_ratio_Rotational_Speed,0.024435101479244437
Air_Temperature_diff_Tool_Wear,0.025465606666816826
Torque,0.04768649210952978
Torque_multiply_Rotational_Speed,0.074913923122126
Process_Temperature,0.0750204859281429
Air_Temperature,0.15864333633863237
