feature,mean_importance
Type,0.0016191257744835458
Process_Temperature,0.025815233681587408
Rotational_Speed,0.05788173559664019
Tool_Wear,0.06600755318026483
Air_Temperature,0.0957499201791728
Torque,0.10770618058171003
