feature,mean_importance
Type,0.017192833116383064
Tool_Wear,0.26455051094416304
Process_Temperature,0.2930993883255003
Air_Temperature,0.5752541020132871
Rotational_Speed,0.717869111873698
Torque,0.8071603581879773
