feature,weight
intercept,1.6874779253336915e-16
CEMENT,0.8103554100931222
BLAST_FURNACE_SLAG,0.6487055632528955
FLY_ASH,0.3731529769997085
WATER,-0.07601119928624614
SUPERPLASTICIZER,0.15070497454759182
COARSE_AGGREGATE,0.16084166113404538
FINE_AGGREGATE,0.17473748739959197
AGE,0.4389674054917909
