feature,weight
intercept,-2.6997546880638327e-18
CEMENT,0.8305898745523758
BLAST_FURNACE_SLAG,0.672023752471123
FLY_ASH,0.38748432499744906
WATER,-0.11174687995258556
SUPERPLASTICIZER,0.11026318312428723
COARSE_AGGREGATE,0.17211161954528148
FINE_AGGREGATE,0.19385983488557754
AGE,0.4276016864925002
