feature,weight
intercept,-2.1515923133989693e-16
CEMENT,0.8054247432532962
BLAST_FURNACE_SLAG,0.6287628053567923
FLY_ASH,0.39296311333545597
WATER,-0.18016832233151292
SUPERPLASTICIZER,0.058184301075022385
COARSE_AGGREGATE,0.096580574146744
FINE_AGGREGATE,0.17514065008065494
AGE,0.44202061381627356
