feature,weight
intercept,-1.6683663615706477e-16
CEMENT,0.762106485802292
BLAST_FURNACE_SLAG,0.5792713082403953
FLY_ASH,0.3580688104118499
WATER,-0.15797562555955255
SUPERPLASTICIZER,0.09996423079170424
COARSE_AGGREGATE,0.0996894351722212
FINE_AGGREGATE,0.12797864266423525
AGE,0.43298998453322757
