feature,mean_importance
55_NeuralNetwork_prediction_Tool_Wear_Failure,-0.0007461199097083537
62_Xgboost_GoldenFeatures_SelectedFeatures_prediction_Power_Failure,-0.000637957552231811
32_CatBoost_prediction_Tool_Wear_Failure,-0.0006348015114921182
74_Xgboost_GoldenFeatures_prediction_Power_Failure,-0.0006304188950650664
62_Xgboost_GoldenFeatures_SelectedFeatures_prediction_Heat_Dissipation_Failure,-0.0006229167182883737
75_LightGBM_GoldenFeatures_prediction_Tool_Wear_Failure,-0.0004904601218938057
71_CatBoost_prediction_Tool_Wear_Failure,-0.00046635437382862993
40_RandomForest_prediction_No_Failure,-0.0004302264288303659
Air_Temperature,-0.0003209388223659737
27_CatBoost_prediction_Heat_Dissipation_Failure,-0.00031844802426718444
34_RandomForest_prediction_Power_Failure,-0.0003151226091362598
45_ExtraTrees_prediction_No_Failure,-0.0003053901141018882
2_Default_Xgboost_GoldenFeatures_SelectedFeatures_prediction_Power_Failure,-0.00026832821747713246
65_Xgboost_GoldenFeatures_prediction_Tool_Wear_Failure,-0.00024473522739649133
31_CatBoost_SelectedFeatures_prediction_Heat_Dissipation_Failure,-0.0002371347469396025
72_Xgboost_GoldenFeatures_SelectedFeatures_prediction_No_Failure,-0.00023607449254732862
41_RandomForest_prediction_No_Failure,-0.000215698134527529
56_NeuralNetwork_prediction_Power_Failure,-0.00020079159333572031
40_RandomForest_prediction_Power_Failure,-0.0002001861016814259
50_ExtraTrees_prediction_Power_Failure,-0.00018744608368542957
4_Default_NeuralNetwork_prediction_Heat_Dissipation_Failure,-0.00018377606129765662
28_CatBoost_prediction_Overstrain_Failure,-0.00018332296899091076
4_Default_NeuralNetwork_prediction_Tool_Wear_Failure,-0.00018007762643370147
76_LightGBM_GoldenFeatures_prediction_Overstrain_Failure,-0.00017582169704762548
4_Default_NeuralNetwork_prediction_Power_Failure,-0.00014811037542145772
48_ExtraTrees_prediction_Power_Failure,-0.00013574701123579905
53_NeuralNetwork_prediction_No_Failure,-0.00013478465664755606
72_Xgboost_GoldenFeatures_SelectedFeatures_prediction_Tool_Wear_Failure,-0.00013020166171725107
22_LightGBM_prediction_Heat_Dissipation_Failure,-0.00011526273116332087
43_ExtraTrees_prediction_No_Failure,-0.00011024557078008617
6_Default_ExtraTrees_prediction_Tool_Wear_Failure,-0.00010538182778230821
27_CatBoost_prediction_No_Failure,-0.00010494141048948969
51_ExtraTrees_prediction_Power_Failure,-0.00010249105498765857
6_Default_ExtraTrees_prediction_Power_Failure,-9.813779245963216e-05
50_ExtraTrees_prediction_Heat_Dissipation_Failure,-9.793447208172462e-05
56_NeuralNetwork_prediction_Heat_Dissipation_Failure,-9.366681032493273e-05
68_LightGBM_GoldenFeatures_SelectedFeatures_prediction_Overstrain_Failure,-9.14344670828432e-05
28_CatBoost_prediction_No_Failure,-8.951713672000067e-05
35_RandomForest_prediction_Heat_Dissipation_Failure,-8.830410569995867e-05
28_CatBoost_prediction_Tool_Wear_Failure,-8.551999549584604e-05
59_NeuralNetwork_prediction_Overstrain_Failure,-8.519601250697172e-05
49_ExtraTrees_prediction_No_Failure,-8.387773300087275e-05
43_ExtraTrees_prediction_Power_Failure,-8.227690055958511e-05
34_RandomForest_prediction_No_Failure,-8.205070935356496e-05
27_CatBoost_prediction_Tool_Wear_Failure,-7.800724860557024e-05
68_LightGBM_GoldenFeatures_SelectedFeatures_prediction_Power_Failure,-7.650055872387984e-05
46_ExtraTrees_prediction_No_Failure,-7.306864790494055e-05
78_CatBoost_SelectedFeatures_prediction_Power_Failure,-7.084134638410538e-05
48_ExtraTrees_prediction_Tool_Wear_Failure,-6.718941939857503e-05
60_NeuralNetwork_prediction_Power_Failure,-6.633121404990145e-05
