feature,mean_importance
55_NeuralNetwork_prediction_Power_Failure,-8.972514563715533e-05
Ensemble_prediction_Tool_Wear_Failure,-8.829660666688221e-05
59_NeuralNetwork_prediction_No_Failure,-8.77342943232412e-05
48_ExtraTrees_prediction_Power_Failure,-8.496718319654789e-05
49_ExtraTrees_prediction_Power_Failure,-7.96432932297475e-05
37_RandomForest_prediction_No_Failure,-7.735630539824206e-05
56_NeuralNetwork_prediction_Tool_Wear_Failure,-7.391142313803167e-05
53_NeuralNetwork_prediction_Overstrain_Failure,-7.010454853866033e-05
4_Default_NeuralNetwork_prediction_Overstrain_Failure,-6.87171102723802e-05
4_Default_NeuralNetwork_prediction_Tool_Wear_Failure,-6.865098276896824e-05
72_Xgboost_GoldenFeatures_SelectedFeatures_prediction_Heat_Dissipation_Failure,-6.842111099286536e-05
Type,-6.636984069502416e-05
4_Default_NeuralNetwork_prediction_Power_Failure,-6.621421710154285e-05
46_ExtraTrees_prediction_Tool_Wear_Failure,-6.449325809016054e-05
61_Xgboost_GoldenFeatures_SelectedFeatures_prediction_No_Failure,-6.23865449591296e-05
38_RandomForest_prediction_No_Failure,-5.6462254068509465e-05
60_NeuralNetwork_prediction_Overstrain_Failure,-5.501365538633785e-05
5_Default_RandomForest_prediction_Heat_Dissipation_Failure,-5.278388942588641e-05
62_Xgboost_GoldenFeatures_SelectedFeatures_prediction_Power_Failure,-5.0993316139044675e-05
68_LightGBM_GoldenFeatures_SelectedFeatures_prediction_Overstrain_Failure,-4.86821859817202e-05
71_CatBoost_prediction_Power_Failure,-4.7484643417539105e-05
2_Default_Xgboost_GoldenFeatures_SelectedFeatures_prediction_Overstrain_Failure,-4.708146286320769e-05
27_CatBoost_prediction_Power_Failure,-3.613866032268348e-05
22_LightGBM_prediction_Heat_Dissipation_Failure,-3.5107830727020005e-05
32_CatBoost_prediction_No_Failure,-3.324907758234519e-05
6_Default_ExtraTrees_prediction_Tool_Wear_Failure,-3.201937029470442e-05
38_RandomForest_prediction_Power_Failure,-3.200890548432922e-05
Rotational_Speed,-3.193207237154882e-05
71_CatBoost_prediction_Heat_Dissipation_Failure,-3.164095481811013e-05
55_NeuralNetwork_prediction_Overstrain_Failure,-3.156092684483136e-05
78_CatBoost_SelectedFeatures_prediction_Heat_Dissipation_Failure,-2.8302789814974027e-05
42_RandomForest_prediction_Overstrain_Failure,-2.7594100675031043e-05
22_LightGBM_prediction_Overstrain_Failure,-2.6935888819390462e-05
32_CatBoost_prediction_Power_Failure,-2.561577912991442e-05
40_RandomForest_prediction_Tool_Wear_Failure,-2.5087199557626004e-05
2_Default_Xgboost_categorical_mix_GoldenFeatures_prediction_Heat_Dissipation_Failure,-2.4980946354956345e-05
48_ExtraTrees_prediction_No_Failure,-2.2065402068663363e-05
65_Xgboost_GoldenFeatures_prediction_Power_Failure,-2.1030416837453104e-05
60_NeuralNetwork_prediction_No_Failure,-2.03070700528829e-05
73_Xgboost_GoldenFeatures_SelectedFeatures_prediction_Tool_Wear_Failure,-1.9304379264056816e-05
50_ExtraTrees_prediction_Power_Failure,-1.8010643493129864e-05
74_Xgboost_GoldenFeatures_prediction_No_Failure,-1.717149902111803e-05
43_ExtraTrees_prediction_Tool_Wear_Failure,-1.6762442287211744e-05
65_Xgboost_GoldenFeatures_prediction_Heat_Dissipation_Failure,-1.2448028750634831e-05
38_RandomForest_prediction_Tool_Wear_Failure,-1.2142864859833458e-05
48_ExtraTrees_prediction_Heat_Dissipation_Failure,-1.1922398952587954e-05
2_Default_Xgboost_categorical_mix_GoldenFeatures_prediction_Power_Failure,-1.0227735412519922e-05
34_RandomForest_prediction_Power_Failure,-9.749755234603196e-06
6_Default_ExtraTrees_prediction_Heat_Dissipation_Failure,-9.59615722828655e-06
59_NeuralNetwork_prediction_Power_Failure,-6.645745304749428e-06
41_RandomForest_prediction_Power_Failure,-6.443799859835731e-06
39_RandomForest_SelectedFeatures_prediction_Tool_Wear_Failure,-5.908338856232265e-06
72_Xgboost_GoldenFeatures_SelectedFeatures_prediction_Overstrain_Failure,-5.897417800063143e-06
45_ExtraTrees_prediction_Overstrain_Failure,-3.8326265642540935e-06
Torque,-3.1529869836149917e-06
61_Xgboost_GoldenFeatures_SelectedFeatures_prediction_Overstrain_Failure,-2.5170814553596156e-06
62_Xgboost_GoldenFeatures_SelectedFeatures_prediction_Overstrain_Failure,-2.2259210064323742e-06
Torque_sum_Rotational_Speed,-2.0244250554704578e-06
2_Default_Xgboost_GoldenFeatures_prediction_No_Failure,-1.9375042222921636e-06
2_Default_Xgboost_GoldenFeatures_SelectedFeatures_prediction_No_Failure,-1.4699010247143374e-06
2_Default_Xgboost_GoldenFeatures_prediction_Tool_Wear_Failure,-6.73438157931805e-07
45_ExtraTrees_prediction_Tool_Wear_Failure,-2.4043076137791883e-07
35_RandomForest_prediction_No_Failure,-2.1634491093741604e-07
2_Default_Xgboost_categorical_mix_GoldenFeatures_prediction_Overstrain_Failure,-1.5337548029958902e-07
31_CatBoost_prediction_Heat_Dissipation_Failure,0.0
78_CatBoost_SelectedFeatures_prediction_Tool_Wear_Failure,0.0
31_CatBoost_SelectedFeatures_prediction_Overstrain_Failure,0.0
77_LightGBM_GoldenFeatures_SelectedFeatures_prediction_No_Failure,0.0
31_CatBoost_prediction_Power_Failure,0.0
31_CatBoost_prediction_No_Failure,0.0
31_CatBoost_prediction_Overstrain_Failure,0.0
22_LightGBM_GoldenFeatures_SelectedFeatures_prediction_No_Failure,0.0
67_LightGBM_GoldenFeatures_prediction_Heat_Dissipation_Failure,0.0
41_RandomForest_prediction_Heat_Dissipation_Failure,0.0
43_ExtraTrees_SelectedFeatures_prediction_Tool_Wear_Failure,0.0
76_LightGBM_GoldenFeatures_prediction_No_Failure,0.0
76_LightGBM_GoldenFeatures_prediction_Overstrain_Failure,0.0
76_LightGBM_GoldenFeatures_prediction_Heat_Dissipation_Failure,0.0
35_RandomForest_prediction_Tool_Wear_Failure,0.0
22_LightGBM_GoldenFeatures_prediction_Power_Failure,0.0
22_LightGBM_GoldenFeatures_prediction_Overstrain_Failure,0.0
22_LightGBM_GoldenFeatures_prediction_Heat_Dissipation_Failure,0.0
69_LightGBM_prediction_Tool_Wear_Failure,0.0
69_LightGBM_prediction_Heat_Dissipation_Failure,0.0
69_LightGBM_prediction_Power_Failure,0.0
69_LightGBM_prediction_Overstrain_Failure,0.0
69_LightGBM_prediction_No_Failure,0.0
43_ExtraTrees_SelectedFeatures_prediction_Overstrain_Failure,0.0
43_ExtraTrees_SelectedFeatures_prediction_Power_Failure,0.0
43_ExtraTrees_SelectedFeatures_prediction_No_Failure,0.0
43_ExtraTrees_SelectedFeatures_prediction_Heat_Dissipation_Failure,0.0
67_LightGBM_GoldenFeatures_prediction_Overstrain_Failure,0.0
67_LightGBM_GoldenFeatures_prediction_No_Failure,0.0
77_LightGBM_GoldenFeatures_SelectedFeatures_prediction_Power_Failure,0.0
77_LightGBM_GoldenFeatures_SelectedFeatures_prediction_Overstrain_Failure,0.0
76_LightGBM_GoldenFeatures_prediction_Power_Failure,0.0
76_LightGBM_GoldenFeatures_prediction_Tool_Wear_Failure,0.0
22_LightGBM_GoldenFeatures_prediction_No_Failure,0.0
22_LightGBM_GoldenFeatures_prediction_Tool_Wear_Failure,0.0
2_Default_Xgboost_GoldenFeatures_prediction_Heat_Dissipation_Failure,0.0
29_CatBoost_prediction_Power_Failure,0.0
57_NeuralNetwork_prediction_No_Failure,0.0
57_NeuralNetwork_prediction_Overstrain_Failure,0.0
39_RandomForest_SelectedFeatures_prediction_Heat_Dissipation_Failure,0.0
18_LightGBM_prediction_Tool_Wear_Failure,0.0
39_RandomForest_prediction_Power_Failure,0.0
39_RandomForest_prediction_Overstrain_Failure,0.0
74_Xgboost_GoldenFeatures_prediction_Heat_Dissipation_Failure,0.0
73_Xgboost_GoldenFeatures_SelectedFeatures_prediction_Power_Failure,0.0
2_Default_Xgboost_GoldenFeatures_SelectedFeatures_prediction_Heat_Dissipation_Failure,0.0
73_Xgboost_GoldenFeatures_SelectedFeatures_prediction_No_Failure,0.0
22_LightGBM_GoldenFeatures_SelectedFeatures_prediction_Tool_Wear_Failure,0.0
22_LightGBM_GoldenFeatures_SelectedFeatures_prediction_Power_Failure,0.0
22_LightGBM_GoldenFeatures_SelectedFeatures_prediction_Overstrain_Failure,0.0
42_RandomForest_prediction_Tool_Wear_Failure,0.0
28_CatBoost_prediction_No_Failure,0.0
33_CatBoost_prediction_No_Failure,0.0
77_LightGBM_GoldenFeatures_SelectedFeatures_prediction_Tool_Wear_Failure,0.0
22_LightGBM_GoldenFeatures_SelectedFeatures_prediction_Heat_Dissipation_Failure,0.0
67_LightGBM_GoldenFeatures_prediction_Tool_Wear_Failure,0.0
67_LightGBM_GoldenFeatures_prediction_Power_Failure,0.0
77_LightGBM_GoldenFeatures_SelectedFeatures_prediction_Heat_Dissipation_Failure,0.0
31_CatBoost_prediction_Tool_Wear_Failure,0.0
57_NeuralNetwork_prediction_Tool_Wear_Failure,0.0
57_NeuralNetwork_prediction_Power_Failure,0.0
39_RandomForest_SelectedFeatures_prediction_Overstrain_Failure,0.0
39_RandomForest_prediction_Tool_Wear_Failure,0.0
51_ExtraTrees_prediction_No_Failure,0.0
18_LightGBM_prediction_Overstrain_Failure,0.0
70_CatBoost_prediction_Tool_Wear_Failure,0.0
40_RandomForest_prediction_Overstrain_Failure,0.0
39_RandomForest_prediction_Heat_Dissipation_Failure,0.0
39_RandomForest_prediction_No_Failure,0.0
57_NeuralNetwork_prediction_Heat_Dissipation_Failure,0.0
35_RandomForest_prediction_Heat_Dissipation_Failure,0.0
51_ExtraTrees_prediction_Heat_Dissipation_Failure,1.442803224949163e-08
33_CatBoost_prediction_Heat_Dissipation_Failure,6.415195120401673e-07
46_ExtraTrees_prediction_Overstrain_Failure,7.773235983568605e-07
72_Xgboost_GoldenFeatures_SelectedFeatures_prediction_Power_Failure,1.005146535290602e-06
31_CatBoost_SelectedFeatures_prediction_Heat_Dissipation_Failure,1.1273020319918502e-06
50_ExtraTrees_prediction_No_Failure,1.1344680888397685e-06
62_Xgboost_GoldenFeatures_SelectedFeatures_prediction_Tool_Wear_Failure,1.238153138582998e-06
27_CatBoost_prediction_Heat_Dissipation_Failure,1.7715062053683118e-06
5_Default_RandomForest_prediction_Tool_Wear_Failure,1.8635033404185152e-06
40_RandomForest_prediction_Heat_Dissipation_Failure,1.8648195447834581e-06
49_ExtraTrees_prediction_No_Failure,1.947624793986746e-06
48_ExtraTrees_prediction_Tool_Wear_Failure,2.2916929359698137e-06
29_CatBoost_prediction_Heat_Dissipation_Failure,2.805729413531133e-06
51_ExtraTrees_prediction_Tool_Wear_Failure,3.4637672691725795e-06
37_RandomForest_prediction_Power_Failure,3.6907531329469224e-06
46_ExtraTrees_prediction_Power_Failure,4.7852230824721455e-06
37_RandomForest_prediction_Heat_Dissipation_Failure,4.913041434691234e-06
70_CatBoost_prediction_Power_Failure,5.194241692708934e-06
71_CatBoost_prediction_Overstrain_Failure,6.7229433142301785e-06
41_RandomForest_prediction_Tool_Wear_Failure,6.791535703171148e-06
53_NeuralNetwork_prediction_Power_Failure,7.688176856664176e-06
6_Default_ExtraTrees_prediction_Power_Failure,7.75751072838865e-06
75_LightGBM_GoldenFeatures_prediction_Overstrain_Failure,7.89119608825134e-06
45_ExtraTrees_prediction_No_Failure,7.974134338688265e-06
60_NeuralNetwork_prediction_Heat_Dissipation_Failure,9.775777151681264e-06
73_Xgboost_GoldenFeatures_SelectedFeatures_prediction_Overstrain_Failure,1.0337070881313859e-05
58_NeuralNetwork_prediction_Power_Failure,1.4328831756676986e-05
34_RandomForest_prediction_No_Failure,1.4499462886401194e-05
35_RandomForest_prediction_Overstrain_Failure,1.5844152767002796e-05
46_ExtraTrees_prediction_Heat_Dissipation_Failure,1.6041045397564845e-05
70_CatBoost_prediction_Heat_Dissipation_Failure,1.7933244383964985e-05
6_Default_ExtraTrees_prediction_Overstrain_Failure,1.806050956457972e-05
39_RandomForest_SelectedFeatures_prediction_No_Failure,1.954074773734965e-05
5_Default_RandomForest_prediction_Power_Failure,2.021925787691059e-05
60_NeuralNetwork_prediction_Power_Failure,2.2479687917129066e-05
70_CatBoost_prediction_No_Failure,2.4139986694436676e-05
39_RandomForest_SelectedFeatures_prediction_Power_Failure,2.6621385988501166e-05
2_Default_Xgboost_GoldenFeatures_prediction_Overstrain_Failure,2.691008685762608e-05
27_CatBoost_prediction_Tool_Wear_Failure,2.9750176458566425e-05
Rotational_Speed_ratio_Process_Temperature,3.056671367125258e-05
Torque_multiply_Rotational_Speed,3.246952252106139e-05
50_ExtraTrees_prediction_Heat_Dissipation_Failure,3.6559619006698574e-05
65_Xgboost_GoldenFeatures_prediction_No_Failure,3.6583515577764955e-05
32_CatBoost_prediction_Tool_Wear_Failure,3.697650345226011e-05
51_ExtraTrees_prediction_Overstrain_Failure,3.757206787232681e-05
78_CatBoost_SelectedFeatures_prediction_Overstrain_Failure,3.8315199040588056e-05
34_RandomForest_prediction_Heat_Dissipation_Failure,3.914996354005967e-05
31_CatBoost_SelectedFeatures_prediction_Power_Failure,4.101146815903567e-05
18_LightGBM_prediction_Power_Failure,4.1560181111832686e-05
72_Xgboost_GoldenFeatures_SelectedFeatures_prediction_Tool_Wear_Failure,4.4446342587745046e-05
74_Xgboost_GoldenFeatures_prediction_Power_Failure,4.653836662629057e-05
4_Default_NeuralNetwork_prediction_No_Failure,5.457095510082305e-05
55_NeuralNetwork_prediction_Tool_Wear_Failure,5.568493044968287e-05
57_NeuralNetwork_SelectedFeatures_prediction_Power_Failure,5.915839379736082e-05
61_Xgboost_GoldenFeatures_SelectedFeatures_prediction_Tool_Wear_Failure,5.9898950992193226e-05
2_Default_Xgboost_GoldenFeatures_prediction_Power_Failure,6.208069627598456e-05
33_CatBoost_prediction_Overstrain_Failure,6.257096440619864e-05
44_ExtraTrees_prediction_No_Failure,6.48886503513163e-05
45_ExtraTrees_prediction_Power_Failure,6.922111756860888e-05
71_CatBoost_prediction_No_Failure,6.966234463628846e-05
73_Xgboost_GoldenFeatures_SelectedFeatures_prediction_Heat_Dissipation_Failure,7.351151606650592e-05
57_NeuralNetwork_SelectedFeatures_prediction_Heat_Dissipation_Failure,7.428403925033578e-05
44_ExtraTrees_prediction_Tool_Wear_Failure,7.453150652006884e-05
33_CatBoost_prediction_Power_Failure,7.616378144253005e-05
38_RandomForest_prediction_Overstrain_Failure,7.897957711917313e-05
65_Xgboost_GoldenFeatures_prediction_Overstrain_Failure,8.025367216827062e-05
75_LightGBM_GoldenFeatures_prediction_No_Failure,8.062440077022948e-05
2_Default_Xgboost_GoldenFeatures_SelectedFeatures_prediction_Tool_Wear_Failure,8.214904157182457e-05
2_Default_Xgboost_GoldenFeatures_SelectedFeatures_BoostOnErrors_prediction_Heat_Dissipation_Failure,8.509427914463324e-05
33_CatBoost_prediction_Tool_Wear_Failure,8.573378906128331e-05
59_NeuralNetwork_prediction_Heat_Dissipation_Failure,8.660795898711993e-05
29_CatBoost_prediction_Overstrain_Failure,8.910445404166217e-05
68_LightGBM_GoldenFeatures_SelectedFeatures_prediction_Heat_Dissipation_Failure,9.099927880142356e-05
71_CatBoost_prediction_Tool_Wear_Failure,0.0001014138211057558
2_Default_Xgboost_GoldenFeatures_SelectedFeatures_BoostOnErrors_prediction_Overstrain_Failure,0.00010404377384593544
34_RandomForest_prediction_Overstrain_Failure,0.00011100937623615553
43_ExtraTrees_prediction_No_Failure,0.00011567945776096988
72_Xgboost_GoldenFeatures_SelectedFeatures_prediction_No_Failure,0.00011615326454266078
74_Xgboost_GoldenFeatures_prediction_Overstrain_Failure,0.00011858583308989034
45_ExtraTrees_prediction_Heat_Dissipation_Failure,0.00011913076427326613
57_NeuralNetwork_SelectedFeatures_prediction_Tool_Wear_Failure,0.00012058100764430063
5_Default_RandomForest_prediction_Overstrain_Failure,0.0001256251579785747
29_CatBoost_prediction_Tool_Wear_Failure,0.000130918838709089
50_ExtraTrees_prediction_Overstrain_Failure,0.00013454549585520948
31_CatBoost_SelectedFeatures_prediction_No_Failure,0.00013873551545965924
49_ExtraTrees_prediction_Heat_Dissipation_Failure,0.00014972761812252072
56_NeuralNetwork_prediction_Overstrain_Failure,0.00016548924522096498
Air_Temperature_ratio_Tool_Wear,0.00018580398684635153
58_NeuralNetwork_prediction_Overstrain_Failure,0.0001965258932935629
44_ExtraTrees_prediction_Power_Failure,0.0001969426566845775
75_LightGBM_GoldenFeatures_prediction_Heat_Dissipation_Failure,0.00019814591813342302
44_ExtraTrees_prediction_Heat_Dissipation_Failure,0.00020020691321222527
32_CatBoost_prediction_Overstrain_Failure,0.0002005208048760712
46_ExtraTrees_prediction_No_Failure,0.00020611001060893557
78_CatBoost_SelectedFeatures_prediction_Power_Failure,0.00020755450749024296
28_CatBoost_prediction_Overstrain_Failure,0.00021365067823326256
2_Default_Xgboost_categorical_mix_GoldenFeatures_prediction_No_Failure,0.0002162009843865456
18_LightGBM_prediction_Heat_Dissipation_Failure,0.00021741855112316076
68_LightGBM_GoldenFeatures_SelectedFeatures_prediction_Power_Failure,0.00022554483003568715
29_CatBoost_prediction_No_Failure,0.00023207768037048355
2_Default_Xgboost_categorical_mix_GoldenFeatures_prediction_Tool_Wear_Failure,0.000238196257475215
27_CatBoost_prediction_Overstrain_Failure,0.0002430367741431419
54_NeuralNetwork_prediction_Heat_Dissipation_Failure,0.0002439846627341216
2_Default_Xgboost_GoldenFeatures_SelectedFeatures_BoostOnErrors_prediction_Tool_Wear_Failure,0.00025342938289609347
32_CatBoost_prediction_Heat_Dissipation_Failure,0.0002670376290096088
48_ExtraTrees_prediction_Overstrain_Failure,0.0002738747170769482
28_CatBoost_prediction_Heat_Dissipation_Failure,0.0002766969628690497
5_Default_RandomForest_prediction_No_Failure,0.0002829053261074535
22_LightGBM_prediction_Power_Failure,0.00029497396856752596
54_NeuralNetwork_prediction_Power_Failure,0.00036588668510560143
22_LightGBM_prediction_Tool_Wear_Failure,0.00038832818525160324
34_RandomForest_prediction_Tool_Wear_Failure,0.00040740399381561376
41_RandomForest_prediction_Overstrain_Failure,0.0004278613223214142
6_Default_ExtraTrees_prediction_No_Failure,0.0004519956753484142
74_Xgboost_GoldenFeatures_prediction_Tool_Wear_Failure,0.0004615536576987739
Tool_Wear_ratio_Torque,0.00046179753788714304
58_NeuralNetwork_prediction_Tool_Wear_Failure,0.0004648611741961947
59_NeuralNetwork_prediction_Overstrain_Failure,0.00046922954444736517
68_LightGBM_GoldenFeatures_SelectedFeatures_prediction_No_Failure,0.00047145614106244296
54_NeuralNetwork_prediction_No_Failure,0.0005419649147204969
Torque_diff_Tool_Wear,0.0006079982899807171
37_RandomForest_prediction_Overstrain_Failure,0.0006686014595173901
2_Default_Xgboost_GoldenFeatures_SelectedFeatures_BoostOnErrors_prediction_No_Failure,0.00074900601088254
61_Xgboost_GoldenFeatures_SelectedFeatures_prediction_Heat_Dissipation_Failure,0.0008066351749747055
28_CatBoost_prediction_Tool_Wear_Failure,0.0008217907486205711
58_NeuralNetwork_prediction_No_Failure,0.0008490550818006648
40_RandomForest_prediction_Power_Failure,0.0009783644888448587
78_CatBoost_SelectedFeatures_prediction_No_Failure,0.001023456028644057
42_RandomForest_prediction_No_Failure,0.001078414912311819
58_NeuralNetwork_prediction_Heat_Dissipation_Failure,0.0011066774992498142
75_LightGBM_GoldenFeatures_prediction_Power_Failure,0.001132938689580075
70_CatBoost_prediction_Overstrain_Failure,0.0015327032494481183
Tool_Wear,0.001598572451484402
50_ExtraTrees_prediction_Tool_Wear_Failure,0.0016838163967444002
56_NeuralNetwork_prediction_No_Failure,0.0020841738078865844
18_LightGBM_prediction_No_Failure,0.002591988245450788
54_NeuralNetwork_prediction_Overstrain_Failure,0.0026326334470855597
Ensemble_prediction_No_Failure,0.0028813088587081913
Ensemble_prediction_Heat_Dissipation_Failure,0.002951419491519387
Ensemble_prediction_Overstrain_Failure,0.0035020174169674845
Ensemble_prediction_Power_Failure,0.0037046369011418403
57_NeuralNetwork_SelectedFeatures_prediction_No_Failure,0.004794494359590948
Air_Temperature_diff_Tool_Wear,0.005680472193093618
57_NeuralNetwork_SelectedFeatures_prediction_Overstrain_Failure,0.005931875137715523
2_Default_Xgboost_GoldenFeatures_SelectedFeatures_BoostOnErrors_prediction_Power_Failure,0.013521970698631671
22_LightGBM_prediction_No_Failure,0.0140927449523433
