feature,mean_importance
Type,0.0005560100256694026
Process_Temperature,0.013165107492748565
Tool_Wear,0.0722568617031965
Air_Temperature,0.08057369420130722
Torque,0.08463834801414942
Rotational_Speed,0.16604179303833425
