feature,mean_importance
Type,0.0001231829891128744
Process_Temperature,0.00012649259902901278
Air_Temperature,0.006089438795171672
Rotational_Speed,0.009387216218724745
Tool_Wear,0.025356563858893722
Torque,0.05251043447503671
