feature,mean_importance
Cluster,0.0024419948551159696
Dist_Cluster_2,0.00255177065884985
Dist_Cluster_5,0.002873453125815914
Dist_Cluster_3,0.005849936043708312
FLY_ASH,0.006350445362359905
Dist_Cluster_6,0.007563701646568208
COARSE_AGGREGATE,0.0086793688692948
SUPERPLASTICIZER,0.009826769107815483
Dist_Cluster_0,0.009931256652707401
Dist_Cluster_4,0.022212683798607084
Dist_Cluster_1,0.02760012425870928
FINE_AGGREGATE,0.03775929920705442
BLAST_FURNACE_SLAG,0.041727533763322486
Dist_Cluster_7,0.06530328567324693
WATER,0.16964061035604852
CEMENT,0.29563950406072503
AGE,0.7015559144980393
