feature,mean_importance
Cluster,0.00019599273654324624
Dist_Cluster_5,0.0013880084822531836
Dist_Cluster_4,0.002720509864364311
FLY_ASH,0.0036983566025146825
Dist_Cluster_1,0.003940900202722271
COARSE_AGGREGATE,0.005170726765660568
Dist_Cluster_6,0.006107005081783787
Dist_Cluster_0,0.00660943854200736
Dist_Cluster_3,0.010039963301924896
SUPERPLASTICIZER,0.010351571467651565
Dist_Cluster_7,0.016734600523246948
FINE_AGGREGATE,0.034533503243647644
BLAST_FURNACE_SLAG,0.04510856442769583
WATER,0.1212805111795551
Dist_Cluster_2,0.16378202537091263
CEMENT,0.18013921133369126
AGE,0.6063425207958452
