feature,mean_importance
Cluster,0.0008305487009400647
Dist_Cluster_5,0.001680667882979342
COARSE_AGGREGATE,0.0033404549578912477
Dist_Cluster_0,0.003906221601986534
FLY_ASH,0.004668750521532467
Dist_Cluster_3,0.006111656403381146
Dist_Cluster_7,0.006450335375965679
Dist_Cluster_6,0.007973440261477022
SUPERPLASTICIZER,0.01164570296630287
Dist_Cluster_2,0.015697292434647358
FINE_AGGREGATE,0.030617544071735014
Dist_Cluster_4,0.03993276204352565
BLAST_FURNACE_SLAG,0.06093424256600677
Dist_Cluster_1,0.12100427886431257
WATER,0.13867508813971352
CEMENT,0.24227160326254582
AGE,0.6873787969898258
