feature,mean_importance
Cluster,0.0017965787305776553
Dist_Cluster_4,0.004955533385843239
Dist_Cluster_5,0.005014893375958518
FLY_ASH,0.006678882395498009
COARSE_AGGREGATE,0.007032053372302111
Dist_Cluster_0,0.007314516787868805
Dist_Cluster_1,0.007707755055754023
Dist_Cluster_6,0.011546500875201685
SUPERPLASTICIZER,0.011787066701898297
Dist_Cluster_7,0.013425176391300331
Dist_Cluster_2,0.019644631971476714
FINE_AGGREGATE,0.028106933422972546
BLAST_FURNACE_SLAG,0.03318164931537032
Dist_Cluster_3,0.0796210029718998
WATER,0.13894885611158472
CEMENT,0.2791936070075546
AGE,0.67843057926245
