feature,mean_importance
Process_Temperature_ratio_Rotational_Speed,-0.0011265209997207246
Type_M,-0.00048078416612591933
Tool_Wear_sum_Rotational_Speed,-8.665607339330972e-05
Type_H,-4.9998730316741514e-05
Torque_ratio_Tool_Wear,-1.878528312448946e-06
Rotational_Speed_ratio_Process_Temperature,0.0002187080132759922
Tool_Wear_ratio_Torque,0.001226346158148195
Torque_diff_Tool_Wear,0.0023769928379784545
Air_Temperature_ratio_Tool_Wear,0.0026547089761162447
Type_L,0.005155368976007139
Torque_sum_Rotational_Speed,0.008272569575822444
Air_Temperature_diff_Tool_Wear,0.011458016856485688
Torque,0.028810918475485135
Tool_Wear,0.033611752836117
Rotational_Speed,0.03776003192267272
Process_Temperature,0.058645035721255914
Torque_multiply_Rotational_Speed,0.07115267635397543
Air_Temperature,0.13352339875781802
