feature,mean_importance
Torque_diff_Tool_Wear,0.00019906229695587917
Air_Temperature_ratio_Tool_Wear,0.0006921432885915707
Tool_Wear_sum_Rotational_Speed,0.0012467692820065045
Torque_sum_Rotational_Speed,0.0013251728063711679
Torque_ratio_Tool_Wear,0.0013263487077558589
Tool_Wear_ratio_Torque,0.001592589884818195
Rotational_Speed_ratio_Process_Temperature,0.00218725224213044
Type,0.004236485034934345
Air_Temperature_diff_Tool_Wear,0.004998853488151651
Rotational_Speed,0.022037607141897224
Process_Temperature_ratio_Rotational_Speed,0.022641968881917857
Torque,0.04252194742162817
Tool_Wear,0.05492990594126233
Torque_multiply_Rotational_Speed,0.06023016767460595
Process_Temperature,0.12652738009385192
Air_Temperature,0.21489017305391292
