feature,mean_importance
Air_Temperature_ratio_Tool_Wear,-0.00043936787461076876
Tool_Wear_ratio_Torque,5.618950531491307e-06
Tool_Wear_sum_Rotational_Speed,0.00010477873219846834
Process_Temperature_ratio_Rotational_Speed,0.0015028294550435348
Torque_sum_Rotational_Speed,0.0019253048121540078
Torque_diff_Tool_Wear,0.0022431092675606833
Torque_ratio_Tool_Wear,0.0031706059583723133
Air_Temperature_diff_Tool_Wear,0.0034755995801904844
Type,0.0035273357601276214
Rotational_Speed,0.0074751872677667405
Torque,0.014709925823959307
Rotational_Speed_ratio_Process_Temperature,0.03732980411342405
Tool_Wear,0.03924827690001694
Process_Temperature,0.08032686131430197
Torque_multiply_Rotational_Speed,0.08335146100591229
Air_Temperature,0.18759272439389513
