feature,mean_importance
Tool_Wear_ratio_Torque,-0.000865959694193641
Torque_sum_Rotational_Speed,0.00040683437916222973
Torque_diff_Tool_Wear,0.0014257159191284243
Air_Temperature_ratio_Tool_Wear,0.0018596211724795446
Type,0.0069508918039185965
Air_Temperature_diff_Tool_Wear,0.011259385073163906
Torque,0.020970660178998114
Rotational_Speed_ratio_Process_Temperature,0.021330749731042684
Rotational_Speed,0.028986879056224723
Tool_Wear,0.039810245974979376
Process_Temperature,0.07761818696294033
Torque_multiply_Rotational_Speed,0.08213841767620034
Air_Temperature,0.12471684478799301
